probIn scale
0.3949705 0.0007980428
0.3852876 0.0008019814
0.3936667 0.0007926322
0.410087 0.0007910141
0.3977849 0.0007786604
0.3953224 0.0007753428
0.3931144 0.0007691419
0.3869935 0.0007704686
0.3903823 0.0007588725
0.3945135 0.0007581144
0.3905424 0.0007487237
0.3837731 0.0007648522
0.3818128 0.0007645534
0.3931866 0.0007760244
0.3923314 0.0007779698
0.3887342 0.0007974086
0.3925264 0.0007846318
0.407208 0.0007908408
0.3993715 0.0007753052
0.4014671 0.0007703091
0.391322 0.000756117
0.3872025 0.0007585563
0.3933944 0.000761988
0.3885516 0.0007781781
0.3804703 0.0007657308
0.3840597 0.0007672729
0.3961636 0.000759861
0.3933493 0.0007712234
0.3916047 0.0007682881
0.3920481 0.0007688252
0.382475 0.0007709756
0.3748522 0.000777576
0.3786866 0.0007714451
0.3781006 0.0007579724
0.3754887 0.0007826138
0.3777994 0.0007741698
0.371761 0.0007648609
0.3715394 0.0007752746
0.3798439 0.0007820847
0.3787579 0.0007836413
0.381412 0.0007844996
0.3706961 0.0007787039
0.3674489 0.0007706385
0.3670253 0.0007771554
0.3738429 0.0007732467
0.3689882 0.0007708457
0.3654915 0.000770982
0.3711123 0.0007881193
0.3721343 0.0007810015
0.3577157 0.0007976173
0.3752066 0.0008011496
0.3630942 0.0008068625
0.3779324 0.0008073861
0.3803627 0.0008199881
0.368446 0.0008241924
0.3714124 0.0008345282
0.3616096 0.0008326264
0.3694828 0.0008144529
0.3601475 0.0008370016
0.3572941 0.0008308321
0.3723454 0.000825637
0.3666007 0.000819795
0.3713899 0.0008022026
0.3556194 0.0008106391
0.3588879 0.0008146226
0.3580709 0.0008150591
0.3610967 0.0008080928
0.3558815 0.0008246411
0.3676093 0.0008236473
0.3570732 0.000833343
0.3431453 0.000828968
0.34984 0.0008231618
0.3615088 0.0008382462
0.3596659 0.0008427975
0.3527704 0.0008475293
0.3571401 0.0008490064
0.3520652 0.0008480016
0.3544191 0.0008723988
0.3546108 0.0008703927
0.3645772 0.000855482
0.3657127 0.0008552338
0.3624841 0.0008608228
0.362886 0.0008528433
0.3521994 0.0008618148
0.36263 0.0008510977
0.3694923 0.000855866
0.3623526 0.0008559486
0.3705808 0.0008469714
0.3855908 0.0008393004
0.3841524 0.000838009
0.3858429 0.0008305073
0.3856418 0.0008264891
0.4016042 0.0008191851
0.3997566 0.0008116391
0.3895346 0.0008099069
0.3893669 0.0008104161
0.3909632 0.0008000293
0.3892501 0.0007965933
0.3858815 0.0007917943
0.3795539 0.0007845364
0.3910466 0.0007740997
0.3897758 0.0007713833
0.3967278 0.0007822356
0.3900671 0.0007940138
0.3899598 0.000791229
0.3921973 0.000801731
0.3893517 0.0007949888
0.3814074 0.0007852785
0.382182 0.0007786485
0.3907407 0.0007753085
0.3861302 0.0007777606
0.3814258 0.0007755665
0.373517 0.0007676064
0.3824237 0.0007681634
0.3755025 0.0007665977
0.386814 0.0007712674
0.3871475 0.000760593
0.3797785 0.0007636083
0.3724822 0.0007822195
0.3782156 0.0007876792
0.3807383 0.0007804017
0.3744082 0.0007811354
0.3805041 0.0007719756
0.3823905 0.0007750669
0.4050718 0.0007790076
0.4103242 0.0007777073
0.4102707 0.0007800026
0.4125967 0.0007805795
0.4121789 0.0007659743
0.40623 0.0007670154
0.4014583 0.0007750807
0.4008687 0.000775092
0.406568 0.0007843973
0.4016241 0.0007821928
0.4068392 0.0007741356
0.3995232 0.00077057
0.3859226 0.0007729688
0.3733859 0.0007866394
0.3732077 0.0007979489
0.3684988 0.0007917239
0.3707804 0.0007852211
0.374561 0.0007852098
0.3651452 0.0007724384
0.3691607 0.0007802046
0.3816159 0.0007735281
0.3755094 0.0007735212
0.3752985 0.000759016
0.3725429 0.0007766011
0.3871212 0.0007689464
0.3841975 0.0007687514
0.3833482 0.0007774869
0.390277 0.0007807481
0.3897742 0.000791168
0.3832549 0.0007922948
0.3825129 0.0007813256
0.3851489 0.0007692989
0.38095 0.0007923389
0.3785304 0.0007820288
0.3777211 0.0007972008
0.3800737 0.0007949657
0.3836105 0.0008071141
0.3908275 0.0007950929
0.4047438 0.0007921379
0.4004787 0.0007895959
0.4053393 0.0008036984
0.4167055 0.0007995497
0.418949 0.0008069216
0.4140584 0.0008038108
0.4052104 0.0007867938
0.4145658 0.0007780701
0.4113256 0.0007738328
0.3996212 0.0007532597
0.399929 0.0007533717
0.4127664 0.000762001
0.4081817 0.0007507597
0.4229695 0.0007722916
0.4277305 0.0007674179
0.4376677 0.0007783554
0.4320892 0.0007749055
0.4332848 0.0007821781
0.4230092 0.000780517
0.4408293 0.0007856008
0.4350588 0.0008016743
0.4274501 0.0007718035
0.4263605 0.0007751382
0.4341827 0.000779569
0.432487 0.0007859941
0.4324007 0.0007914164
0.4278912 0.000800042
0.4265939 0.0007860543
0.4272827 0.000790886
0.433849 0.0007962192
0.4265773 0.0007820855
0.4245929 0.0007904079
0.4228228 0.0007876876
0.4276908 0.0007760621
0.4161075 0.000785125
0.4179822 0.0007942091
0.4133961 0.0008007871
0.4091065 0.0007980731
0.4175472 0.0007995649
0.4036179 0.0008153087
0.4015681 0.0007915902
0.4160585 0.0007988151
0.4168652 0.000794932
0.4135568 0.0007991728
0.4071165 0.000812529
0.4144153 0.000811978
0.4054666 0.0008244975
0.3975722 0.0008316596
0.4013375 0.0008399323
0.3939685 0.0008379618
0.3974164 0.0008301666
0.3817169 0.0008413366
0.386269 0.0008458236
0.3863695 0.0008382875
0.39605 0.0008366549
