probIn scale
0.5477164 0.0005000391
0.5583385 0.0004979678
0.5626952 0.0004970124
0.5659944 0.0004989655
0.5687303 0.0005028758
0.5729697 0.0005046455
0.5781182 0.0004974634
0.5717016 0.0004981283
0.5538277 0.0004963076
0.5498239 0.0005084983
0.5553255 0.0005076026
0.5473322 0.0005187639
0.5591268 0.0005116016
0.559616 0.0005102356
0.5714896 0.0005096139
0.581171 0.0005067044
0.5772216 0.0004998768
0.5815092 0.0005083902
0.5705939 0.0005029986
0.5753283 0.0005063158
0.5755705 0.0005021271
0.5734326 0.000504066
0.5934941 0.0005132811
0.5876708 0.0005032256
0.5803828 0.0005024959
0.5665647 0.0005042621
0.5638821 0.0005126057
0.5709957 0.0005122567
0.5619306 0.0005213434
0.5618178 0.0005188484
0.5652553 0.0005137176
0.570261 0.0005161947
0.5764443 0.0005107477
0.5724164 0.0005033681
0.5886738 0.0005109061
0.5888137 0.0005170555
0.5940317 0.0005234071
0.5803699 0.0005341634
0.5804196 0.0005305389
0.5663881 0.000531647
0.5539371 0.0005334168
0.569226 0.0005286667
0.5669301 0.0005286931
0.5697978 0.000524785
0.5533449 0.0005219062
0.5479171 0.0005229708
0.5415411 0.0005249559
0.5454218 0.0005240769
0.5556647 0.0005238073
0.55723 0.000521294
0.554431 0.0005216308
0.5372696 0.0005241259
0.5378449 0.0005209875
0.54059 0.0005262133
0.523257 0.0005311233
0.5223137 0.0005262879
0.5319752 0.0005266093
0.5307926 0.0005282887
0.5396331 0.0005159673
0.5396575 0.0005238999
0.5434695 0.0005235699
0.5499197 0.0005282916
0.5478474 0.0005340959
0.5494711 0.0005367547
0.5540803 0.0005418989
0.552482 0.0005400847
0.5651497 0.0005342189
0.5541463 0.0005257794
0.5534494 0.0005332177
0.5551408 0.0005328358
0.5625274 0.0005410467
0.5663433 0.0005381361
0.5682881 0.0005275858
0.5646052 0.0005207549
0.5561103 0.0005157918
0.5678868 0.0005208672
0.5596207 0.0005238897
0.5564043 0.0005294184
0.5554773 0.0005176905
0.5579707 0.0005245099
0.5539742 0.0005406007
0.5598556 0.0005474125
0.5594308 0.0005480653
0.5632514 0.0005521259
0.5598754 0.0005592032
0.5550168 0.0005526582
0.5552103 0.000560807
0.5453427 0.000559303
0.5438269 0.0005649194
0.5266247 0.0005757547
0.5331617 0.0005748238
0.5339395 0.000569719
0.5330155 0.0005713611
