probIn varB
0.4356819 0.0002308136
0.43364 0.0002362674
0.4267289 0.0002361173
0.4344225 0.0002311879
0.4339024 0.0002248343
0.4209551 0.0002310359
0.4290207 0.0002295941
0.4207709 0.0002222145
0.4313456 0.0002189656
0.4291974 0.0002166806
0.4311265 0.0002142961
0.4489473 0.0002063263
0.4508693 0.0002144429
0.445641 0.0002247555
0.4387541 0.0002243147
0.43581 0.0002284126
0.4320153 0.0002293474
0.4313117 0.0002385075
0.4459984 0.0002340066
0.4641595 0.0002250233
0.4574622 0.0002267949
0.4646939 0.0002216992
0.4612508 0.0002199463
0.4573302 0.0002148127
0.4539591 0.0002160645
0.4551365 0.0002181922
0.4498858 0.0002133946
0.4613637 0.0002139134
0.4611662 0.0002100276
0.4569788 0.0002162116
0.4682624 0.0002190109
0.4556976 0.0002145259
0.4621084 0.0002120052
0.4779281 0.0002111912
0.4679513 0.0002198959
0.4692226 0.0002126458
0.4735082 0.0002146333
0.4820043 0.0002056535
0.4895557 0.0002145767
0.4689375 0.0002106815
0.4750703 0.0002145387
0.4820714 0.0002132871
0.4871834 0.0002085779
0.4929432 0.0002054711
0.4838668 0.0002078005
0.486265 0.0002029666
0.4997377 0.0002014978
0.4898041 0.0002077026
0.4880734 0.000209078
0.4905528 0.0002047683
0.4928742 0.0002035837
0.5001649 0.0002066884
0.487666 0.0002040527
0.4957105 0.0002080259
0.5053627 0.0002049648
0.5130639 0.0002060634
0.495027 0.0002134615
0.4904786 0.0002077486
0.4830549 0.0002068907
0.492858 0.0002079205
0.5130411 0.0002111955
0.4959345 0.0002095059
0.4984746 0.0002166118
0.5056583 0.0002146977
0.5047822 0.0002099173
0.5117151 0.000217509
0.5207801 0.00021737
0.5177192 0.0002149144
0.5211575 0.0002120461
0.5137445 0.0002156443
0.5202017 0.0002201208
0.5277232 0.0002211452
0.5141088 0.0002199088
0.5315077 0.0002142301
0.5216252 0.0002153509
0.5254363 0.0002152244
0.5208039 0.0002142345
0.5162955 0.0002172014
0.5081283 0.0002270745
0.5076289 0.0002236296
0.4992657 0.0002178917
0.5022228 0.0002195286
0.5020988 0.0002186281
0.4980581 0.0002231808
0.5140246 0.0002217832
0.5183837 0.0002211678
0.5170269 0.0002234786
0.5131393 0.0002290943
0.5048213 0.0002204467
0.5013368 0.000218548
0.5037712 0.0002254376
0.5105948 0.0002253568
0.5078038 0.0002278505
0.5015347 0.0002309817
0.5027546 0.0002336042
0.4822068 0.0002317094
0.4856216 0.0002339591
0.4910461 0.0002319617
0.5019698 0.0002343925
0.4913992 0.0002298579
0.491982 0.0002217124
0.495311 0.0002351145
0.4879814 0.0002373926
0.4770952 0.0002377156
0.4840056 0.0002414458
0.4932196 0.0002331776
0.4937947 0.0002362363
0.4861496 0.000233079
0.486479 0.0002314754
0.4911879 0.0002295781
0.4683774 0.0002301273
0.4762659 0.0002243495
0.4815748 0.0002224328
0.4869878 0.0002266886
0.4889699 0.0002256982
0.4741743 0.0002281076
0.4794838 0.000227396
0.4811066 0.0002299588
0.4859439 0.0002277619
0.4825181 0.0002355001
0.4748693 0.0002328963
0.4605368 0.0002307467
0.4633924 0.0002332546
0.4646374 0.0002296699
0.4715459 0.0002278193
0.4632037 0.0002347094
0.4724427 0.0002289224
0.4750577 0.0002239888
0.482659 0.0002194815
0.4828453 0.0002266254
0.4873854 0.0002208193
0.47031 0.000228938
0.4813415 0.0002311309
0.4757786 0.0002290294
0.4689376 0.000230497
0.466997 0.0002252932
0.4651646 0.0002272842
0.4630354 0.0002217861
0.4530707 0.0002167704
0.448111 0.0002219552
0.4537703 0.0002229334
0.4632434 0.0002172789
0.4578086 0.000219071
0.4609547 0.0002268385
0.4613303 0.0002221699
0.4650787 0.0002193942
0.4772004 0.0002292801
0.4581085 0.0002266666
0.4555945 0.0002343569
0.4627328 0.0002359611
0.459921 0.0002340096
0.4559273 0.0002254388
0.4727623 0.0002296531
0.4636686 0.0002333854
0.4692862 0.0002297185
0.4680752 0.0002302286
0.4628191 0.0002320102
0.4687123 0.0002275722
0.4728075 0.0002265773
0.4646078 0.0002258444
0.4620907 0.0002241349
0.4586991 0.0002203442
0.4517763 0.0002199529
0.4513746 0.0002313165
0.45175 0.0002274655
0.4529313 0.0002239336
0.444497 0.0002282501
0.4523102 0.0002230693
0.4575435 0.0002162961
0.4658191 0.0002192307
0.4647437 0.0002250293
0.4576583 0.0002166371
0.4523105 0.0002233803
0.4501499 0.0002182986
0.4431319 0.0002197643
0.436716 0.0002279205
0.4436405 0.0002162617
0.4557691 0.0002192952
0.4592317 0.0002117314
0.4521744 0.0002175596
0.4523972 0.0002168646
0.4452844 0.0002161556
0.4435583 0.0002225663
0.4288529 0.0002313068
0.433972 0.0002228646
0.4130362 0.0002320669
0.4153938 0.0002373445
0.4148467 0.0002376986
0.4089927 0.0002382669
0.4083319 0.0002375884
0.4116651 0.0002426357
0.4139786 0.000245636
0.3996922 0.000247677
0.4033645 0.0002430606
0.4169596 0.0002469339
0.4161229 0.000249056
0.4214059 0.0002400091
0.4286626 0.0002422675
0.4337085 0.0002377957
0.4426199 0.0002366552
0.4534963 0.0002356835
0.4386491 0.00023755
0.4454114 0.0002419952
0.4483315 0.0002314444
0.4507258 0.00023072
0.4445853 0.0002288725
0.4419859 0.0002336354
0.4376921 0.0002317647
0.4421075 0.0002344943
0.4470362 0.0002348895
0.4496798 0.000230922
0.4497993 0.0002348861
0.4408019 0.0002423707
0.44612 0.0002374415
0.4494551 0.0002314894
0.4546928 0.0002350173
0.4634157 0.000234035
